Zip Code,State,Geography,Total population,Male; Estimate; Total population,Female; Estimate; Total population, AGE - Under 5 years, AGE - 5 to 9 years, AGE - 10 to 14 years, AGE - 15 to 19 years, AGE - 20 to 24 years, AGE - 25 to 29 years, AGE - 30 to 34 years, AGE - 35 to 39 years, AGE - 40 to 44 years, AGE - 45 to 49 years, AGE - 50 to 54 years, AGE - 55 to 59 years, AGE - 60 to 64 years, AGE - 65 to 69 years, AGE - 70 to 74 years, AGE - 75 to 79 years, AGE - 80 to 84 years, AGE - 85 years and over
ZIP 32535,FL,ZCTA5 32535,5605,3500,2105,470,796,452,941,1085,1556,2388,1158,1302,1140,1465,1483,868,561,724,814,326,579
ZIP 32536,FL,ZCTA5 32536,20932,10762,10170,1574,1411,1248,1339,1067,1483,1592,1230,922,1176,1302,1103,904,687,289,235,199,307
ZIP 32539,FL,ZCTA5 32539,25842,13342,12500,1158,1411,1212,1013,1266,1411,1556,1176,1140,1375,1393,1121,814,687,506,380,253,253
ZIP 32541,FL,ZCTA5 32541,16505,8158,8347,778,959,941,760,1212,1411,1284,1320,1049,995,1537,1284,1158,1320,814,488,470,326
ZIP 32542,FL,ZCTA5 32542,3248,2184,1064,2207,651,886,2134,6258,2713,1121,1121,615,0,0,0,271,0,109,0,0,0
ZIP 32544,FL,ZCTA5 32544,1745,1216,529,3238,886,434,2442,6765,2731,579,253,452,326,0,0,0,0,0,0,0,0
ZIP 32547,FL,ZCTA5 32547,35334,17688,17646,1519,1103,1013,1085,1664,1809,1158,904,1103,1230,1339,1013,742,579,579,579,344,362
ZIP 32548,FL,ZCTA5 32548,20394,10816,9578,1085,1049,886,1013,1429,1537,1212,941,1049,1429,1284,1158,1212,886,669,597,398,253
ZIP 32550,FL,ZCTA5 32550,6702,3011,3691,416,669,362,271,959,850,1320,778,1230,850,1212,1881,1592,2134,1628,705,724,506
ZIP 32561,FL,ZCTA5 32561,8755,4715,4040,669,1031,1646,1140,1121,959,1049,543,977,1248,2207,1592,1067,1013,796,506,307,217
ZIP 32563,FL,ZCTA5 32563,23912,11850,12062,886,1302,1176,1049,886,995,687,1031,1574,1447,1537,1393,1212,995,597,615,434,289
ZIP 32564,FL,ZCTA5 32564,2500,1333,1167,398,977,1501,1700,416,850,1664,832,669,1158,1393,2587,1664,1230,307,525,109,109
ZIP 32565,FL,ZCTA5 32565,5278,2660,2618,669,868,886,669,724,1483,1194,1140,995,1791,1592,1284,1357,868,922,1031,326,307
ZIP 32566,FL,ZCTA5 32566,35265,17829,17436,1158,1121,1411,1393,1194,1447,1049,1248,1411,1519,1375,1230,832,597,561,235,199,127
ZIP 32567,FL,ZCTA5 32567,3297,1573,1724,1194,561,651,1085,1067,814,1013,579,977,1411,1194,1791,1537,1031,850,1013,886,398
ZIP 32568,FL,ZCTA5 32568,3066,1568,1498,1212,1158,1447,1031,850,868,1248,796,886,1935,922,1646,1465,904,615,434,362,289
ZIP 32569,FL,ZCTA5 32569,11147,5405,5742,561,904,904,959,1393,1194,977,1230,1176,2134,1592,1302,1176,922,597,561,253,271
ZIP 32570,FL,ZCTA5 32570,29603,14852,14751,1067,1140,977,1013,1320,1393,1320,977,1121,1103,1320,1103,1049,1031,832,615,362,326
ZIP 32571,FL,ZCTA5 32571,31318,15217,16101,1212,1266,1501,1284,1013,922,1085,1284,1411,1302,1501,1266,1067,742,543,326,199,163
ZIP 32577,FL,ZCTA5 32577,4193,2142,2051,452,977,1049,1266,886,995,850,850,868,2134,1700,995,1302,977,1230,525,615,380
ZIP 32578,FL,ZCTA5 32578,31221,15027,16194,1103,1266,1013,1031,959,1140,959,1013,1121,1212,1501,1447,1230,1121,778,579,344,253
ZIP 32579,FL,ZCTA5 32579,10337,4683,5654,922,597,995,1031,1411,1140,1067,705,959,1339,1429,1302,1248,1031,832,1031,651,416
ZIP 32580,FL,ZCTA5 32580,4002,1974,2028,832,669,904,1176,1556,1682,1537,1013,742,470,1881,1302,1447,687,941,615,163,470
ZIP 32583,FL,ZCTA5 32583,26416,14713,11703,1103,886,959,1049,1302,1302,1537,1158,1194,1465,1447,1320,868,941,724,470,253,109
ZIP 32601,FL,ZCTA5 32601,19212,9049,10163,470,398,380,1610,6801,2207,1158,760,886,579,561,796,633,271,163,181,109,127
ZIP 32603,FL,ZCTA5 32603,8272,4264,4008,199,163,163,5119,9388,1085,307,398,217,217,90,199,271,36,72,90,36,72
ZIP 32605,FL,ZCTA5 32605,23162,11306,11856,904,886,886,778,1917,1791,1194,995,941,868,1230,1501,1103,904,705,705,362,434
ZIP 32606,FL,ZCTA5 32606,23860,11839,12021,1176,1266,1013,868,1845,1230,1447,1085,1230,904,1049,1103,1103,814,488,362,597,506
ZIP 32607,FL,ZCTA5 32607,30231,14355,15876,1248,705,705,1212,5282,1863,1121,687,868,904,778,904,651,344,344,217,127,109
ZIP 32608,FL,ZCTA5 32608,44474,21204,23270,1031,814,452,1013,4377,2225,1447,850,922,760,886,742,724,561,470,235,253,307
ZIP 32609,FL,ZCTA5 32609,17583,8905,8678,1266,1049,832,1103,1881,1411,1103,1049,1339,1447,1212,1230,1194,868,380,416,181,109
ZIP 32612,FL,ZCTA5 32612,6826,2805,4021,0,0,0,14543,3509,18,0,0,0,18,0,0,0,0,0,0,0,0
ZIP 32615,FL,ZCTA5 32615,14880,7109,7771,1013,977,1049,941,1103,977,1013,1013,1140,1537,1592,1248,1339,1212,814,525,344,289
ZIP 32616,FL,ZCTA5 32616,503,212,291,362,687,434,1266,1501,2152,1483,687,362,1791,3382,1827,36,109,1049,0,0,977
ZIP 32617,FL,ZCTA5 32617,4066,2078,1988,470,977,1121,1194,1393,597,1031,868,1194,941,1917,1049,1067,1519,1574,380,398,380
ZIP 32618,FL,ZCTA5 32618,7782,3919,3863,742,922,1103,1212,941,1176,742,904,1031,1230,1972,1954,1393,959,796,271,543,199
ZIP 32619,FL,ZCTA5 32619,4151,2131,2020,941,796,796,1049,1266,868,724,1194,1067,1067,1339,1537,1103,1519,850,1194,543,253
ZIP 32621,FL,ZCTA5 32621,5934,2869,3065,796,796,1339,959,850,1013,1773,1465,1121,579,1266,1736,1357,922,922,344,452,398
ZIP 32622,FL,ZCTA5 32622,1204,634,570,1121,1610,760,941,344,235,1121,1375,1176,3310,850,1212,850,977,995,1103,72,0
ZIP 32625,FL,ZCTA5 32625,1487,733,754,362,307,904,2134,868,271,597,1067,669,1447,1501,1628,904,2207,1610,615,362,615
ZIP 32626,FL,ZCTA5 32626,8352,4053,4299,1158,1049,1067,832,1049,850,778,778,669,1501,1682,1339,886,1266,1302,959,470,452
ZIP 32628,FL,ZCTA5 32628,5379,3112,2267,1375,868,1013,1140,1429,1519,1339,1339,941,1085,1537,1320,742,1013,687,271,326,163
ZIP 32631,FL,ZCTA5 32631,416,175,241,0,0,904,0,0,0,0,1429,0,0,0,2261,3129,5734,3654,0,0,959
ZIP 32639,FL,ZCTA5 32639,36,10,26,0,0,0,0,0,0,0,0,0,0,0,0,8031,0,5028,5028,0,0
ZIP 32640,FL,ZCTA5 32640,11041,5354,5687,904,1031,1302,724,615,941,1031,778,1031,1049,1664,1574,1863,1302,651,651,416,506
ZIP 32641,FL,ZCTA5 32641,13161,6186,6975,1013,1302,1610,1393,1266,1103,1501,1158,832,1013,1266,1049,1049,724,724,488,362,253
ZIP 32643,FL,ZCTA5 32643,10578,5327,5251,1140,1049,1248,1031,868,959,1103,886,1411,1755,1429,1212,1049,922,796,543,307,380
ZIP 32648,FL,ZCTA5 32648,459,210,249,904,3382,1176,235,470,1700,1031,1266,72,1610,398,1411,1230,398,669,1537,199,398
ZIP 32653,FL,ZCTA5 32653,14204,7130,7074,1248,1067,1284,941,760,1013,1212,1103,977,1140,1375,1954,1411,832,615,344,452,344
ZIP 32656,FL,ZCTA5 32656,13528,6850,6678,904,1248,1121,922,1103,724,977,778,1194,1429,1628,1194,1755,1284,705,506,362,289
ZIP 32658,FL,ZCTA5 32658,192,98,94,289,1791,561,1230,651,380,380,380,941,2641,1411,2261,1610,1610,651,941,0,380
ZIP 32664,FL,ZCTA5 32664,467,222,245,307,0,579,434,199,434,579,235,470,235,1357,506,5463,2098,2044,742,2044,380
ZIP 32666,FL,ZCTA5 32666,6708,3558,3150,850,778,995,1230,651,687,1031,814,1176,1212,2152,1447,1284,1266,651,669,1067,127
ZIP 32667,FL,ZCTA5 32667,3126,1420,1706,344,579,742,1230,488,1103,452,525,452,1302,1194,2623,1935,1718,1302,742,633,705
ZIP 32668,FL,ZCTA5 32668,4817,2478,2339,1031,1158,1085,995,1357,416,1067,778,1990,1121,1212,941,1773,1393,651,615,398,90
ZIP 32669,FL,ZCTA5 32669,11612,5564,6048,1429,1320,1501,724,832,1013,1375,1465,1158,1357,1519,1049,1140,814,525,362,289,217
ZIP 32680,FL,ZCTA5 32680,9716,5145,4571,832,977,977,1049,832,416,760,1049,1085,1284,1537,1809,1284,1176,1465,850,452,289
ZIP 32681,FL,ZCTA5 32681,145,145,0,0,0,0,0,0,0,0,0,0,13096,0,0,0,0,4992,0,0,0
ZIP 32683,FL,ZCTA5 32683,341,153,188,1121,271,326,163,1013,3600,0,217,217,796,742,3708,4504,796,0,0,0,633
ZIP 32686,FL,ZCTA5 32686,6444,3186,3258,977,995,1501,1646,1664,904,1320,1013,1411,977,941,941,1628,814,796,307,145,109
ZIP 32692,FL,ZCTA5 32692,306,130,176,0,0,0,0,0,0,0,0,0,0,2134,4323,2189,1592,1664,3491,2713,0
ZIP 32693,FL,ZCTA5 32693,13106,6707,6399,1013,1411,941,1809,1501,1158,1031,904,832,1176,1049,1194,1067,959,850,543,416,253
ZIP 32694,FL,ZCTA5 32694,2653,1290,1363,1357,1049,1266,1140,1320,1773,1411,615,959,669,1103,1863,1592,633,307,398,289,326
ZIP 32696,FL,ZCTA5 32696,10923,5373,5550,941,1103,1031,1158,796,995,1013,633,1158,1411,1736,1339,1357,1212,669,633,470,452
ZIP 32697,FL,ZCTA5 32697,397,127,270,3455,1646,687,2134,1646,3961,1592,1049,0,0,1773,0,0,145,0,0,0,0
ZIP 32701,FL,ZCTA5 32701,21365,9592,11773,597,687,651,959,850,1429,1501,1085,1266,1447,1628,1320,1302,1049,687,687,398,561
ZIP 32702,FL,ZCTA5 32702,2675,1227,1448,434,434,760,959,380,488,995,796,470,1773,2623,1447,1140,922,868,398,796,2406
ZIP 32703,FL,ZCTA5 32703,48292,23545,24747,1339,1447,1302,1284,1158,1339,1375,977,1411,1320,1266,1067,941,488,561,326,217,271
ZIP 32707,FL,ZCTA5 32707,35490,17762,17728,1212,850,886,886,1194,1537,1537,1085,1357,1556,1230,1176,1158,760,669,398,362,235
ZIP 32708,FL,ZCTA5 32708,43320,21537,21783,922,1031,1212,1266,1284,1284,941,1067,1194,1320,1465,1501,1176,868,543,416,326,289
ZIP 32709,FL,ZCTA5 32709,2254,1120,1134,615,217,814,742,2062,850,922,145,2370,2207,705,2894,1284,886,597,289,488,0
ZIP 32712,FL,ZCTA5 32712,42691,20993,21698,1103,1230,1248,1230,959,995,1176,1302,1375,1140,1339,1393,1103,778,615,434,362,289
ZIP 32713,FL,ZCTA5 32713,19621,10128,9493,850,1121,687,850,850,633,959,1284,922,1302,1411,1736,1357,977,1049,959,543,633
ZIP 32714,FL,ZCTA5 32714,34729,16234,18495,868,941,1031,1140,1284,1773,1465,1302,1357,1357,1140,1230,977,814,543,380,217,253
ZIP 32720,FL,ZCTA5 32720,30937,15139,15798,886,1067,904,1447,1230,977,615,687,1121,1393,1302,1375,1212,1103,922,886,398,543
ZIP 32724,FL,ZCTA5 32724,32404,14833,17571,814,1212,1230,1501,1248,1121,814,705,1013,1013,1302,1284,1158,977,904,669,561,579
ZIP 32725,FL,ZCTA5 32725,44417,21089,23328,1140,1140,941,977,1158,941,1266,1121,1176,1121,1176,1212,1284,1140,669,597,470,561
ZIP 32726,FL,ZCTA5 32726,20288,9381,10907,1085,1067,959,1158,977,1103,886,1176,1013,922,1013,1248,1248,1158,724,922,597,832
ZIP 32730,FL,ZCTA5 32730,5669,2640,3029,1393,561,1302,615,1393,850,1121,2044,1284,1628,1031,868,1519,832,687,416,289,253
ZIP 32732,FL,ZCTA5 32732,4143,2115,2028,181,1537,669,687,687,1049,452,886,832,1646,2514,1646,904,1917,1302,452,506,217
ZIP 32735,FL,ZCTA5 32735,3776,1912,1864,1574,1700,995,506,145,1574,796,941,579,470,1103,1031,633,1501,1809,1248,1031,452
ZIP 32736,FL,ZCTA5 32736,8839,4172,4667,597,959,1013,1140,995,470,995,941,1411,1917,1881,1411,1320,995,814,506,271,434
ZIP 32738,FL,ZCTA5 32738,44956,22372,22584,1085,1519,1465,1339,1103,1031,1212,1194,1194,1556,1429,1176,724,724,506,326,271,253
ZIP 32744,FL,ZCTA5 32744,3269,1562,1707,705,778,543,922,868,561,1158,1393,1212,1682,1049,2134,2008,1085,724,434,651,181
ZIP 32746,FL,ZCTA5 32746,40167,18888,21279,1031,850,1393,995,995,1176,1121,995,1393,1592,1700,1266,1158,850,488,362,307,380
ZIP 32750,FL,ZCTA5 32750,23311,11273,12038,850,760,1067,1194,1067,995,1158,904,1411,1574,1320,1465,1176,995,778,398,362,615
ZIP 32751,FL,ZCTA5 32751,21108,10063,11045,760,1194,995,1266,705,1339,1266,760,1158,1483,1682,1320,1013,687,832,543,488,615
ZIP 32754,FL,ZCTA5 32754,10443,5469,4974,922,1013,868,1013,1140,705,778,832,1230,1194,1845,1483,1266,1483,832,543,525,434
ZIP 32757,FL,ZCTA5 32757,24352,11042,13310,922,1248,1067,959,687,886,1067,868,1176,1013,1067,1266,1646,1284,904,778,579,669
ZIP 32759,FL,ZCTA5 32759,2775,1487,1288,778,995,886,886,452,416,904,904,778,977,2152,1863,2026,742,1248,615,995,452
ZIP 32763,FL,ZCTA5 32763,21218,10352,10866,1176,977,1085,778,959,1085,1284,959,796,1501,1067,1248,1158,1085,742,796,543,850
ZIP 32764,FL,ZCTA5 32764,3430,1702,1728,904,687,633,1465,742,579,199,1212,959,2044,2044,1085,1556,1664,705,760,127,687
ZIP 32765,FL,ZCTA5 32765,59879,29475,30404,868,1158,1230,1429,2351,1230,1176,995,1176,1284,1447,1103,778,506,615,235,235,271
ZIP 32766,FL,ZCTA5 32766,15632,7950,7682,1212,1465,2044,1845,796,724,705,1049,1863,1429,1447,1230,904,470,326,181,145,271
ZIP 32767,FL,ZCTA5 32767,2641,1616,1025,1501,850,760,1809,922,199,1158,832,1013,1339,2659,1755,579,1230,452,561,217,217
ZIP 32771,FL,ZCTA5 32771,48740,22974,25766,1320,1357,1320,1121,1158,1393,1212,1357,1176,1194,1302,904,1031,669,543,416,326,289
ZIP 32773,FL,ZCTA5 32773,29172,14233,14939,959,1158,1248,1266,1429,1212,1375,1320,1537,1266,1085,1067,1067,687,488,380,199,326
ZIP 32776,FL,ZCTA5 32776,10587,5072,5515,1284,1501,615,1140,669,1103,1339,760,1700,941,1809,1339,1176,959,452,633,398,289
ZIP 32778,FL,ZCTA5 32778,19342,9907,9435,941,814,832,742,778,760,814,904,868,995,1158,904,1375,1718,1827,1140,868,651
ZIP 32779,FL,ZCTA5 32779,30189,14822,15367,561,1121,1411,1483,1031,724,868,904,1302,1574,1646,1429,1176,1031,506,398,271,615
ZIP 32780,FL,ZCTA5 32780,34513,16704,17809,904,995,922,995,1121,742,850,1085,977,1031,1357,1212,1248,1212,1121,1031,705,506
ZIP 32784,FL,ZCTA5 32784,11378,5794,5584,1067,1049,742,1411,1212,922,705,669,1049,1429,1610,1664,1103,1375,597,959,271,271
ZIP 32789,FL,ZCTA5 32789,24979,12337,12642,705,1085,977,1375,1465,1067,1121,941,1049,1212,1393,1375,1339,796,850,470,525,362
ZIP 32792,FL,ZCTA5 32792,50142,24892,25250,959,814,959,1194,2388,1718,1320,1085,1049,922,1248,1140,814,669,398,416,380,615
ZIP 32796,FL,ZCTA5 32796,20966,10215,10751,669,886,977,1067,1013,1121,922,814,1121,1031,1736,1393,1483,1013,941,742,615,543
ZIP 32798,FL,ZCTA5 32798,2518,1211,1307,0,0,832,633,434,0,163,434,1339,597,488,2134,1537,1809,3075,2080,941,1610
ZIP 32801,FL,ZCTA5 32801,11540,6035,5505,398,271,380,470,1664,3202,1863,1339,959,1049,959,1067,832,814,760,398,651,995
ZIP 32803,FL,ZCTA5 32803,17230,8430,8800,705,543,434,525,1320,1954,2098,1700,1375,1176,1465,1320,850,724,724,488,271,380
ZIP 32804,FL,ZCTA5 32804,16607,8223,8384,1085,868,561,579,904,1736,1845,1302,1230,1465,1574,1375,995,904,434,597,289,362
ZIP 32805,FL,ZCTA5 32805,22338,10437,11901,1954,1266,977,959,1284,1592,1176,850,778,1140,1266,1375,1103,687,543,506,271,326
ZIP 32806,FL,ZCTA5 32806,27025,13508,13517,1103,832,1067,796,1158,1501,1375,1773,1212,1357,1103,1158,922,760,561,525,488,362
ZIP 32807,FL,ZCTA5 32807,32410,17568,14842,1320,977,868,1013,1791,1736,1411,1121,1302,1284,1140,1085,886,669,579,362,289,235
ZIP 32808,FL,ZCTA5 32808,50332,24367,25965,1447,1284,1664,1266,1411,1483,1320,1158,1013,1320,1248,1031,778,543,416,344,217,181
ZIP 32809,FL,ZCTA5 32809,26215,12624,13591,1194,922,977,1556,1393,1302,1284,1302,1266,1465,1610,1067,941,488,488,416,199,217
ZIP 32810,FL,ZCTA5 32810,35374,17054,18320,1556,1085,1230,1140,1447,1791,1718,1085,959,1158,1302,1085,850,597,344,326,235,163
ZIP 32811,FL,ZCTA5 32811,37479,17378,20101,1393,1140,1140,1248,2171,1899,1574,1519,1103,1176,1049,778,615,561,271,199,145,109
ZIP 32812,FL,ZCTA5 32812,36968,18410,18558,1121,1049,1158,1103,1320,1682,1194,1158,1357,1375,1483,1176,922,633,525,416,253,181
ZIP 32814,FL,ZCTA5 32814,6910,3381,3529,1248,1339,1121,615,760,2261,1827,2550,1628,941,959,832,561,597,307,54,253,235
ZIP 32817,FL,ZCTA5 32817,33312,17253,16059,543,633,651,2315,3491,1700,1140,959,941,1013,1230,886,922,651,416,235,163,181
ZIP 32818,FL,ZCTA5 32818,46390,21857,24533,1248,1465,1429,1302,1483,1320,1049,1266,1284,1284,1302,941,959,615,470,271,199,181
ZIP 32819,FL,ZCTA5 32819,26628,13681,12947,669,977,1085,1646,1375,1375,778,1194,1375,1429,1429,1158,1212,995,579,344,253,217
ZIP 32820,FL,ZCTA5 32820,8701,4288,4413,1393,1176,1320,1339,1773,995,1556,1574,959,1537,1212,1031,597,669,488,199,253,18
ZIP 32821,FL,ZCTA5 32821,16821,8533,8288,525,398,416,705,2442,2297,2026,1320,1375,1339,1212,1031,886,651,307,434,271,452
ZIP 32822,FL,ZCTA5 32822,57055,27615,29440,1140,1031,1085,1266,1827,1736,1375,1176,1230,1176,1194,922,832,814,543,253,235,271
ZIP 32824,FL,ZCTA5 32824,38037,18273,19764,1049,1176,1176,1718,1248,1230,1230,1339,1827,1393,1339,1230,724,579,344,253,127,72
ZIP 32825,FL,ZCTA5 32825,60006,28528,31478,1158,1176,1158,1031,1863,1791,1266,1140,1592,1339,1103,922,796,561,344,326,235,253
ZIP 32826,FL,ZCTA5 32826,31698,15689,16009,742,886,760,4884,3618,1248,904,995,452,796,488,669,506,289,380,199,145,127
ZIP 32827,FL,ZCTA5 32827,7040,3661,3379,1176,1628,959,525,977,1845,977,2008,1411,1248,1121,1302,1248,416,488,380,307,72
ZIP 32828,FL,ZCTA5 32828,60897,29381,31516,941,1755,1375,1574,1935,1320,1194,1519,1411,1357,977,850,633,525,326,235,72,72
ZIP 32829,FL,ZCTA5 32829,20211,9423,10788,1447,1302,1230,1049,1483,1682,2008,1158,1537,1031,959,922,922,452,235,307,127,217
ZIP 32830,FL,ZCTA5 32830,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,5173,0,0,5173,0,7760
ZIP 32831,FL,ZCTA5 32831,2981,2903,78,0,90,0,651,1972,2786,3003,1827,2840,2026,1320,1031,326,90,0,0,72,36
ZIP 32832,FL,ZCTA5 32832,16204,8174,8030,1519,1917,1465,742,1121,1284,1972,1592,1537,1447,1103,850,488,488,235,163,72,72
ZIP 32833,FL,ZCTA5 32833,9771,4869,4902,1592,1357,1248,1121,326,1556,1574,1537,1393,1357,1302,1103,1013,796,434,163,90,127
ZIP 32835,FL,ZCTA5 32835,41797,20908,20889,995,868,1357,1194,1646,1592,1628,1375,1194,1465,1357,1140,778,633,307,235,217,163
ZIP 32836,FL,ZCTA5 32836,17961,9193,8768,1212,1013,1194,995,2026,1357,1158,1049,1194,1429,1465,1121,1121,561,452,452,199,109
ZIP 32837,FL,ZCTA5 32837,52620,25937,26683,995,1302,1230,1158,1320,1537,1176,1375,1519,1537,1501,1013,977,506,326,326,163,127
ZIP 32839,FL,ZCTA5 32839,47934,24156,23778,1483,1176,850,1103,1755,2243,1791,1610,1266,1031,959,1085,525,434,289,199,127,181
ZIP 32901,FL,ZCTA5 32901,24929,12606,12323,850,506,669,1230,2008,1230,1121,687,597,1031,1140,1339,922,1266,1013,904,832,760
ZIP 32903,FL,ZCTA5 32903,13152,6585,6567,669,778,1176,868,904,868,579,561,995,1881,1411,1664,1501,1501,832,543,724,615
ZIP 32904,FL,ZCTA5 32904,27564,13254,14310,922,977,1049,1140,977,1194,796,886,1121,1302,1266,1230,1320,1085,922,615,543,724
ZIP 32905,FL,ZCTA5 32905,22914,10534,12380,1103,886,705,941,1447,1393,1121,1176,669,1176,1212,1121,1031,959,1212,760,651,525
ZIP 32907,FL,ZCTA5 32907,41335,20248,21087,922,1049,1284,1284,1049,922,959,1103,1049,1176,1628,1393,1248,1031,724,561,398,326
ZIP 32908,FL,ZCTA5 32908,10789,4781,6008,1158,1393,1158,1230,1194,1085,1320,1121,1085,1031,977,1266,1447,1121,452,525,326,217
ZIP 32909,FL,ZCTA5 32909,31351,14252,17099,1140,1248,1339,1375,868,1085,1013,1103,1140,1519,1320,1429,1158,705,579,362,398,289
ZIP 32920,FL,ZCTA5 32920,9891,5197,4694,452,452,307,470,669,850,488,922,1357,1103,1519,2044,1935,1845,1248,995,832,597
ZIP 32922,FL,ZCTA5 32922,14723,7224,7499,1302,1646,941,1031,1357,1140,1212,778,1357,1085,1556,1393,832,778,470,380,307,543
ZIP 32925,FL,ZCTA5 32925,1233,717,516,1646,1827,1103,904,3997,3075,1121,1393,814,651,416,72,344,127,163,326,36,36
ZIP 32926,FL,ZCTA5 32926,22902,11723,11179,1049,1085,832,886,1266,1103,1429,760,977,1194,1718,1501,1013,1085,814,705,398,235
ZIP 32927,FL,ZCTA5 32927,24441,12832,11609,705,886,1013,1284,1357,995,1031,1248,1230,1682,1791,1574,1031,868,470,326,344,271
ZIP 32931,FL,ZCTA5 32931,13897,6622,7275,434,452,868,868,398,687,995,506,1085,1320,1537,1646,1483,1411,1049,1284,1067,1013
ZIP 32934,FL,ZCTA5 32934,17948,8995,8953,742,742,1103,1121,995,850,705,651,1031,1447,1791,1700,1302,941,941,832,687,506
ZIP 32935,FL,ZCTA5 32935,39960,18932,21028,1158,904,814,922,1013,1302,922,995,1176,1393,1664,1483,959,1103,633,615,561,488
ZIP 32937,FL,ZCTA5 32937,25512,12899,12613,669,1067,1121,941,995,615,760,1140,1103,1429,1592,1429,1140,1248,977,778,561,506
ZIP 32940,FL,ZCTA5 32940,35093,17544,17549,868,1049,1121,1121,597,760,904,832,1013,1393,1411,1067,1085,1393,1230,1049,886,307
ZIP 32948,FL,ZCTA5 32948,7457,3948,3509,1320,1791,1339,1248,1845,1429,1827,1501,995,1049,977,742,633,687,344,289,90,0
ZIP 32949,FL,ZCTA5 32949,2734,1372,1362,416,995,814,796,109,724,651,1085,1755,814,1827,1755,1718,1682,995,742,488,742
ZIP 32950,FL,ZCTA5 32950,3752,1951,1801,904,904,561,1140,506,724,289,615,778,1121,2858,2080,1718,1519,1103,597,217,470
ZIP 32951,FL,ZCTA5 32951,11185,5452,5733,434,434,597,959,543,561,778,814,705,1773,1411,1375,1736,1863,1501,1067,886,651
ZIP 32952,FL,ZCTA5 32952,19612,9685,9927,525,904,959,1212,850,904,561,615,1031,1592,2044,1628,1320,1103,922,724,633,579
ZIP 32953,FL,ZCTA5 32953,23331,11518,11813,778,1103,941,1049,850,1013,796,904,868,1393,1501,1556,1302,1176,868,778,525,705
ZIP 32955,FL,ZCTA5 32955,36845,17267,19578,850,1158,1158,1049,959,850,1049,886,1140,1320,1700,1085,1483,1031,832,724,398,398
ZIP 32958,FL,ZCTA5 32958,26053,12607,13446,724,1031,796,1103,470,615,633,633,1085,1284,1465,1429,1411,1574,1212,1085,832,669
ZIP 32960,FL,ZCTA5 32960,20514,9626,10888,832,941,705,796,1158,1158,995,543,1085,1266,1664,1519,1140,959,1085,633,597,995
ZIP 32962,FL,ZCTA5 32962,22466,10945,11521,904,778,1140,995,1194,941,760,1031,1013,868,1483,1212,1284,1103,1103,832,705,778
ZIP 32963,FL,ZCTA5 32963,14392,6654,7738,326,506,326,416,289,90,199,307,687,669,742,1411,2171,2514,2333,2062,1682,1320
ZIP 32966,FL,ZCTA5 32966,15598,6866,8732,669,434,651,724,705,470,561,525,633,760,1284,1375,1393,2044,1140,1465,1537,1700
ZIP 32967,FL,ZCTA5 32967,19386,9633,9753,1013,995,1501,1212,995,959,922,1067,1140,1429,1067,1140,995,959,995,561,543,615
ZIP 32968,FL,ZCTA5 32968,14716,7355,7361,904,1103,1248,1447,724,814,1121,977,1085,1284,1140,1339,1429,1067,850,850,434,307
ZIP 32970,FL,ZCTA5 32970,474,263,211,1067,4196,0,0,0,7868,0,0,0,380,0,0,2134,724,1718,0,0,0
ZIP 32976,FL,ZCTA5 32976,8555,4228,4327,398,217,253,434,434,163,253,145,687,1248,1212,1266,2207,1755,2424,2044,1773,1194
ZIP 33001,FL,ZCTA5 33001,191,106,85,0,0,0,0,470,2840,0,0,0,0,1140,2460,1230,1230,6150,2080,470,0
ZIP 33004,FL,ZCTA5 33004,16226,7866,8360,1103,1212,1158,760,1284,1248,1049,814,1339,1519,1031,1682,904,850,778,271,687,398
ZIP 33009,FL,ZCTA5 33009,40327,18993,21334,904,724,579,724,868,1212,1067,1266,1103,1393,959,1248,1483,1248,1248,687,705,669
ZIP 33010,FL,ZCTA5 33010,46727,22530,24197,922,868,904,1049,1158,941,886,1067,1465,1682,1447,977,1013,850,922,687,597,651
ZIP 33012,FL,ZCTA5 33012,74950,35449,39501,742,778,850,1013,1320,1067,941,1339,1339,1592,1284,1103,796,832,1049,941,597,525
ZIP 33013,FL,ZCTA5 33013,34377,16652,17725,941,796,778,796,1248,1067,1121,1176,1429,1537,1230,1049,832,850,1140,850,760,488
ZIP 33014,FL,ZCTA5 33014,40108,19170,20938,1031,1067,814,1121,1121,1411,1067,1357,1393,1302,1447,1085,922,850,669,705,380,344
ZIP 33015,FL,ZCTA5 33015,66808,31302,35506,1339,1212,1158,1248,1393,1411,1140,1429,1357,1537,1176,977,904,597,416,271,253,271
ZIP 33016,FL,ZCTA5 33016,48980,22917,26063,1067,904,1140,1248,1284,1121,1121,1501,1447,1537,1411,941,832,814,669,452,326,289
ZIP 33018,FL,ZCTA5 33018,47315,22173,25142,995,1049,1158,1320,1320,941,1158,1339,1682,1519,1121,1121,1085,832,543,434,289,163
ZIP 33019,FL,ZCTA5 33019,14085,6722,7363,832,796,796,470,561,651,778,1284,1537,1411,1917,1339,1194,1375,1031,687,705,705
ZIP 33020,FL,ZCTA5 33020,42132,21428,20704,977,977,922,1013,1140,1574,1302,1447,1519,1574,1610,1194,1031,597,470,271,253,217
ZIP 33021,FL,ZCTA5 33021,47767,22982,24785,1140,1140,941,886,832,1031,1158,1031,1339,1158,1447,1375,1031,868,814,724,543,633
